IdVenta,Fecha,Vendedor,IdProducto,Cantidad,Precio Unitario,Importe
557,2025-11-23,1,9,1,1953.66,1953.66
558,30/8/2026,12,21,2,3456.91,6913.82
559,2026-03-19,3,9,2,1951.24,3902.48
560,03/01/2026,12,12,3,1410.83,4232.49
561,29/12/2025,9,3,4,4296.81,17187.24
562,09/05/2026,7,7,1,2728.13,2728.13
563,15/04/2026,5,34,4,5934.52,23738.08
564,10/03/2026,12,1,2,4762.45,9524.90
565,2025-12-28,8,9,1,1777.19,1777.19
566,2026-07-08,10,35,12,2385.65,28627.80
567,2025-10-01,2,6,1,1025.96,1025.96
568,2025-11-17,8,37,6,2124.85,12749.10
569,13/05/2026,2,37,4,1947.75,7791.00
570,2026-06-13,8,16,1,13776.38,13776.38
571,2025-10-05,11,29,4,9907.54,39630.16
572,2025-11-16,9,38,1,3389.30,3389.30
573,2026-08-12,12,3,2,3974.70,7949.40
574,2026-07-23,4,8,6,5597.24,33583.44
575,2025-10-11,7,4,1,2356.55,2356.55
576,2026-05-04,2,3,6,3954.91,23729.46
577,2026-06-29,9,33,12,3409.62,40915.44
578,2026-06-20,5,14,12,7217.30,86607.60
579,19/11/2025,7,22,2,2468.23,4936.46
580,21/08/2026,7,39,12,1730.17,$ 20762.04
581,2026-04-24,2,1,4,5067.91,20271.64
582,2026-01-26,1,24,12,1444.87,17338.44
583,2026-02-24,1,25,2,2519.92,5039.84
584,22/03/2026,10,38,1,3393.14,3393.14
585,02/06/2026,10,24,2,1449.62,2899.24
586,2026-06-04,,4,1,2238.01,2238.01
587,21/3/2026,,17,2,1759.80,3519.60
588,2026-05-16,6,7,3,2897.14,8691.42
589,2026-05-19,10,36,2,3914.53,7829.06
590,18/2/2026,12,22,2,2546.08,5092.16
591,2025-10-31,1,40,1,4074.95,4074.95
592,2026-04-04,1,29,2,9665.75,19331.50
593,2026-01-30,5,7,1,2764.98,2764.98
594,2025-09-09,1,23,1,3841.58,3841.58
595,2025-09-07,11,4,2,2308.32,4616.64
596,2025-10-03,3,20,4,755.05,3020.20
597,2025-10-11,5,22,1,2333.54,2333.54
598,2026-08-16,10,28,2,14121.10,28242.20
599,2026-08-30,3,28,1,12541.76,12541.76
600,2025-10-14,5,3,12,3819.39,45832.68
601,2026-04-13,9,3,1,3791.53,3791.53
602,2026-07-13,11,30,1,14801.29,14801.29
603,2026-04-25,3,30,4,15646.37,62585.48
604,13/05/2026,1,38,2,3308.30,6616.60
605,2026-05-16,6,18,1,2977.23,2977.23
606,2026-01-26,4,2,12,1276.92,15323.04
607,2026-02-17,7,31,6,6713.66,40281.96
608,2026-08-04,4,29,1,9684.12,$ 9684.12
609,15/01/2026,5,20,1,753.79,$ 753.79
610,29/04/2026,5,28,1,14148.94,14148.94
611,2026-04-18,3,7,2,2859.90,5719.80
612,14/12/2025,,18,4,2770.77,11083.08
613,2025-10-12,2,9,3,2001.36,6004.08
614,15/10/2025,12,16,6,14404.05,86424.30
615,23/05/2026,7,28,12,12505.29,$ 150063.48
616,07/02/2026,4,4,2,2123.73,4247.46
617,2026-01-08,8,17,2,1687.87,3375.74
618,2026-06-30,7,14,1,6997.10,6997.10
619,2026-07-08,3,35,1,2628.51,2628.51
620,20/08/2026,11,9,1,2010.80,2010.80
621,02/03/2026,6,13,1,3030.62,3030.62
622,2025-09-05,8,2,4,1424.17,5696.68
623,24/09/2025,3,18,1,2980.27,2980.27
624,2026-06-05,3,14,4,7198.57,28794.28
625,2026-02-20,,9,4,1893.15,7572.60
626,08/06/2026,6,31,1,6339.33,6339.33
627,24/04/2026,1,31,4,6668.61,26674.44
628,16/11/2025,4,16,12,15663.55,187962.60
629,2025-10-25,7,21,3,3489.49,10468.47
630,2025-12-08,11,32,3,19313.35,57940.05
631,2025-10-14,12,26,12,3597.06,43164.72
632,30/07/2026,12,9,1,1981.56,1981.56
633,2026-07-25,11,27,2,4287.81,8575.62
634,06/05/2026,5,36,1,3895.71,3895.71
635,14/4/2026,5,31,1,6143.20,6143.20
636,2026-08-25,6,15,4,2043.09,8172.36
637,12/06/2026,6,23,2,4217.32,8434.64
638,10/01/2026,7,19,3,6217.25,18651.75
639,2026-03-30,4,8,4,5920.41,23681.64
640,2026-04-22,6,7,4,2984.54,11938.16
641,1/5/2026,1,6,6,1039.83,6238.98
642,08/02/2026,10,20,6,825.67,4954.02
643,2026-02-02,4,33,1,3306.97,3306.97
644,2026-04-12,8,29,2,10134.40,20268.80
645,21/1/2026,3,33,3,3209.00,9627.00
646,03/03/2026,7,28,1,12771.64,12771.64
647,22/04/2026,3,22,1,2376.35,2376.35
648,2026-05-23,7,39,4,1753.52,7014.08
649,2026-06-29,5,16,1,14874.75,14874.75
650,06/03/2026,10,15,2,2123.71,4247.42
651,2026-04-11,10,4,6,2075.51,12453.06
652,2026-03-21,,31,4,6430.81,25723.24
653,23/12/2025,3,13,1,2886.55,2886.55
654,2026-06-21,4,5,6,1497.85,8987.10
655,2025-11-29,3,20,4,840.34,3361.36
656,2026-02-11,10,11,2,3571.65,7143.30
657,2026-01-06,12,5,6,1444.83,8668.98
658,2025-10-26,2,34,4,6122.82,24491.28
659,10/09/2025,2,11,1,3521.38,3521.38
660,2026-07-12,7,31,1,6463.75,6463.75
661,2025-12-11,5,11,2,3719.48,7438.96
662,18/7/2026,6,7,1,2736.90,2736.90
663,2026-03-04,2,19,3,6256.21,18768.63
664,2026-08-28,7,25,3,2703.84,8111.52
665,12/09/2025,11,9,3,1864.98,5594.94
666,5/4/2026,1,31,1,6382.99,6382.99
667,2025-12-11,7,15,2,2023.94,4047.88
668,25/12/2025,3,10,2,2400.51,4801.02
669,08/07/2026,2,10,3,2253.86,6761.58
670,2026-02-07,7,28,12,14175.21,170102.52
671,16/10/2025,1,8,2,5422.56,10845.12
672,2026-07-30,2,23,2,3986.04,7972.08
673,19/09/2025,9,22,1,2694.31,2694.31
674,2026-04-08,9,17,4,1724.22,6896.88
675,24/08/2026,1,22,2,2668.73,5337.46
676,2026-05-13,12,2,12,1425.57,17106.84
677,31/07/2026,2,13,1,3253.49,3253.49
678,01/12/2025,4,11,12,3698.88,44386.56
679,27/04/2026,3,12,1,1306.26,1306.26
680,2026-07-22,11,9,2,1848.00,3696.00
681,13/03/2026,3,39,1,1751.49,1751.49
682,20/02/2026,1,39,4,1799.58,7198.32
683,21/01/2026,12,7,3,3012.75,9038.25
684,2026-03-05,7,33,1,3357.98,3357.98
685,2025-09-08,4,9,2,1774.36,3548.72
686,6/2/2026,7,14,2,7053.61,14107.22
687,2026-08-31,7,16,2,15189.16,30378.32
688,2026-08-27,12,6,12,1080.28,12963.36
689,2026-07-22,10,27,6,4458.19,26749.14
690,2026-01-10,11,7,2,2868.87,5737.74
691,2026-08-25,9,34,1,6403.07,6403.07
692,2026-03-05,10,24,3,1433.59,4300.77
693,2026-05-19,2,7,1,3054.95,3054.95
694,2025-09-07,12,21,1,3059.96,3059.96
695,20/06/2026,5,7,1,3022.74,3022.74
696,2026-01-21,7,35,6,2404.75,14428.50
697,2026-03-27,11,26,6,3652.38,21914.28
698,2026-07-29,1,22,3,2659.46,7978.38
699,2026-08-14,11,40,1,4301.43,4301.43
700,2025-11-01,10,33,1,3304.21,3304.21
701,2025-11-03,,6,2,983.46,1966.92
702,16/03/2026,9,18,12,2803.59,33643.08
703,7/4/2026,99,29,12,9525.60,114307.20
704,05/09/2025,11,25,2,2712.23,5424.46
705,2026-07-04,6,14,2,7116.56,14233.12
706,2025-10-24,7,25,1,2799.75,2799.75
707,02/06/2026,10,34,1,5886.87,5886.87
708,2025-10-04,2,17,1,1774.49,1774.49
709,2025-12-30,8,29,1,10490.63,10490.63
710,2026-03-31,11,21,6,3434.33,$ 20605.98
711,2026-05-11,3,36,1,3437.82,3437.82
712,2026-02-01,2,25,4,2779.67,11118.68
713,2026-07-27,,40,2,4321.55,8643.10
714,2025-09-15,4,9,6,2002.64,12015.84
715,2025-12-12,9,16,1,14263.30,14263.30
716,2025-09-13,7,12,4,1314.51,5258.04
717,2026-05-29,10,26,6,3881.25,23287.50
718,2025-12-30,1,12,1,1370.76,1370.76
719,2026-07-28,3,11,1,3743.00,3743.00
720,2026-05-30,8,10,1,2536.25,2536.25
721,04/04/2026,3,2,3,1258.68,3776.04
722,2026-04-13,4,11,4,3317.65,13270.60
723,29/12/2025,1,39,4,1714.62,6858.48
724,29/05/2026,7,1,1,5283.39,5283.39
725,2025-11-18,6,13,2,3060.08,6120.16
726,2026-08-18,9,21,12,3256.95,39083.40
727,2025-11-20,5,16,1,14600.34,14600.34
728,2026-06-16,8,27,6,4363.37,26180.22
729,2025-11-12,3,33,6,3403.27,20419.62
730,2026-05-26,3,6,1,969.51,969.51
731,2026-06-09,6,23,3,3949.54,11848.62
732,2026-01-07,3,37,1,2075.58,2075.58
733,2025-10-30,2,33,3,3219.79,9659.37
734,01/12/2025,,4,1,2174.77,2174.77
735,2026-07-10,11,12,4,1348.12,5392.48
736,2026-07-02,3,9,4,1781.30,7125.20
737,2025-11-02,9,18,2,3115.60,6231.20
738,2026-05-19,11,25,1,2618.44,2618.44
739,2026-08-30,6,25,1,2813.73,2813.73
740,2026-03-07,2,32,6,17215.13,103290.78
741,2026-03-17,3,15,12,2082.88,24994.56
742,2026-01-17,6,38,1,3179.16,3179.16
743,2025-09-06,99,2,4,1258.06,5032.24
744,28/01/2026,12,2,1,1362.16,1362.16
745,24/10/2025,2,34,1,6181.24,6181.24
746,2026-06-04,,25,1,2710.16,2710.16
747,22/01/2026,4,25,4,2857.84,11431.36
748,2025-09-04,9,10,12,2509.13,30109.56
749,1/9/2025,10,30,12,16042.50,$ 192510.00
750,2026-04-22,3,9,1,1774.38,1774.38
751,2026-03-21,4,28,1,13122.29,13122.29
752,2026-08-05,6,23,2,4222.72,8445.44
753,2026-03-14,11,2,3,1396.41,4189.23
754,15/04/2026,12,13,6,3136.82,18820.92
755,21/10/2025,12,4,3,2197.36,6592.08
756,17/11/2025,2,32,2,17367.27,34734.54
757,2025-09-21,11,33,1,3030.79,3030.79
758,5/6/2026,5,2,2,1396.19,2792.38
759,2026-04-01,1,2,12,1327.69,$ 15932.28
760,10/7/2026,6,10,1,2523.04,2523.04
761,14/09/2025,10,36,1,3440.34,3440.34
762,2026-01-07,8,17,4,1603.10,6412.40
763,2025-10-22,10,23,6,4318.13,$ 25908.78
764,2025-11-12,9,2,2,1408.98,2817.96
765,2026-08-18,2,12,6,1362.26,8173.56
766,2026-01-24,11,29,3,10500.18,31500.54
767,2026-07-30,9,23,2,3850.43,7700.86
768,03/07/2026,12,10,1,2328.77,2328.77
769,2026-05-28,7,35,1,2558.58,2558.58
770,2025-10-31,4,36,1,3505.23,3505.23
771,2026-01-30,10,25,4,2855.20,11420.80
772,2026-07-10,8,7,2,2665.48,5330.96
773,2025-09-03,99,29,3,10757.54,32272.62
774,2026-08-15,11,1,6,4842.98,29057.88
775,2026-02-20,5,27,1,4056.21,4056.21
776,2025-12-10,11,15,1,2259.72,2259.72
777,13/01/2026,,27,12,4513.66,54163.92
778,18/07/2026,7,19,2,6101.62,12203.24
779,2026-07-25,2,6,3,946.96,2840.88
780,2026-08-01,7,7,3,2713.63,8140.89
781,2026-04-19,2,40,3,4092.02,12276.06
782,21/08/2026,1,38,1,3223.09,3223.09
783,2026-04-18,11,13,2,3111.39,6222.78
784,2025-11-21,11,10,1,2473.63,2473.63
785,28/7/2026,6,32,2,17836.31,35672.62
786,2025-10-13,9,21,2,3516.02,7032.04
787,2026-07-08,6,12,12,1340.26,16083.12
788,16/07/2026,11,17,1,1630.43,1630.43
789,2025-09-07,,36,1,3858.54,3858.54
790,2026-04-15,7,10,1,2280.28,2280.28
791,2026-06-04,6,1,1,5218.28,5218.28
792,04/11/2025,1,8,4,5583.36,22333.44
793,2026-04-09,3,29,4,10707.48,42829.92
794,2025-12-08,8,21,4,3304.14,13216.56
795,2026-04-11,11,17,1,1590.43,1590.43
796,2025-10-12,10,30,6,14979.95,89879.70
797,2025-10-19,9,18,3,2967.68,8903.04
798,2025-10-03,3,29,1,9977.90,9977.90
799,2026-01-01,12,39,1,1775.41,1775.41
800,2025-11-25,3,36,6,3574.50,21447.00
801,2025-11-09,4,5,1,1523.12,1523.12
802,2025-09-14,6,20,3,792.30,2376.90
803,2026-02-15,8,6,1,994.95,994.95
804,02/04/2026,9,21,4,3139.45,12557.80
805,2025-12-12,5,27,12,4277.72,51332.64
806,2025-09-07,8,33,2,3108.92,6217.84
807,2025-11-20,11,3,1,4177.70,4177.70
808,2026-04-23,8,1,4,5060.71,20242.84
809,2026-02-13,4,30,2,16031.25,32062.50
810,2026-01-06,8,2,3,1348.43,4045.29
811,2026-05-07,10,26,4,3858.56,15434.24
812,02/02/2026,8,35,1,2396.80,2396.80
813,2026-06-14,12,31,2,6797.33,13594.66
814,2025-10-02,8,12,1,1372.61,1372.61
815,2025-10-27,7,22,1,2692.74,2692.74
816,2026-05-21,,5,4,1491.31,5965.24
817,2025-09-21,11,12,12,1362.41,16348.92
818,2026-07-22,10,2,2,1308.24,2616.48
819,2026-04-29,7,20,2,815.89,1631.78
820,21/03/2026,9,28,2,12960.54,25921.08
821,15/07/2026,4,15,6,2141.82,12850.92
822,30/08/2026,1,29,3,9646.62,28939.86
823,2025-09-25,9,4,1,2081.68,2081.68
824,2026-01-28,7,9,1,1847.04,1847.04
825,04/05/2026,8,13,6,2927.13,17562.78
826,06/11/2025,9,11,1,3757.09,3757.09
827,17/04/2026,1,25,12,2615.17,31382.04
828,2025-10-27,1,13,1,2931.63,2931.63
829,2026-08-01,8,28,2,13702.90,27405.80
830,2026-08-19,12,19,4,5972.77,23891.08
831,05/11/2025,6,8,4,5435.77,21743.08
832,2026-05-18,5,8,4,5683.13,22732.52
833,2026-04-23,4,40,12,4195.25,50343.00
834,01/08/2026,8,13,1,3101.69,3101.69
835,2025-09-28,11,23,12,4169.50,50034.00
836,14/01/2026,5,25,2,2762.08,5524.16
837,2026-07-04,2,24,2,1521.31,3042.62
838,2026-06-29,6,34,1,6375.01,6375.01
839,25/12/2025,99,12,2,1409.83,2819.66
840,29/09/2025,5,15,3,2037.36,6112.08
841,2026-05-02,4,25,2,2818.74,5637.48
842,2026-02-06,4,39,1,1731.57,1731.57
843,2025-10-01,12,32,2,19014.49,38028.98
844,28/05/2026,8,28,6,13411.08,80466.48
845,2025-11-16,6,20,6,808.99,4853.94
846,2025-09-16,2,5,2,1522.96,3045.92
847,2025-11-06,6,1,12,5142.09,61705.08
848,2025-12-13,9,23,3,3947.48,11842.44
849,2026-08-30,9,36,1,3548.37,3548.37
850,06/11/2025,6,14,2,7153.69,14307.38
851,2025-11-23,12,999,3,972.67,2918.01
852,2025-11-22,5,32,2,17606.05,35212.10
853,2025-11-15,5,11,2,3589.45,7178.90
854,24/04/2026,11,32,2,18422.54,36845.08
855,2026-02-11,3,37,3,1895.57,5686.71
856,2025-11-04,6,25,3,2755.43,8266.29
857,2026-08-08,10,39,1,1690.60,1690.60
858,2026-04-12,6,28,1,12336.99,12336.99
859,29/04/2026,4,11,12,3772.35,45268.20
860,25/12/2025,7,37,2,2027.12,4054.24
861,2026-05-22,12,6,1,957.59,957.59
862,2026-03-08,99,25,4,2557.38,10229.52
863,2026-03-17,6,19,1,6403.16,6403.16
864,19/07/2026,7,33,2,3215.31,6430.62
865,8/5/2026,12,33,12,3198.43,38381.16
866,28/03/2026,2,12,1,1361.72,1361.72
867,2025-11-17,3,23,2,4066.47,8132.94
868,2026-05-04,7,25,2,2643.72,5287.44
869,2026-05-11,12,27,6,4222.77,25336.62
870,2026-08-05,10,20,3,771.35,2314.05
871,2025-09-04,10,18,1,3030.12,3030.12
872,2026-06-19,11,2,1,1427.22,1427.22
873,2025-10-12,10,22,2,2520.47,5040.94
874,14/11/2025,7,36,6,3889.86,23339.16
875,16/04/2026,3,39,6,1649.43,9896.58
876,2026-05-17,5,24,4,1457.83,5831.32
877,2026-08-13,10,38,2,3156.24,6312.48
878,2025-12-07,1,1,1,4898.55,4898.55
879,2026-01-21,11,36,3,3641.39,10924.17
880,2026-08-13,1,33,6,3316.93,19901.58
881,2025-09-23,12,18,2,2874.48,5748.96
882,2026-08-01,8,4,1,2052.38,2052.38
883,06/09/2025,12,17,12,1610.30,19323.60
884,2026-07-30,3,3,4,4087.61,16350.44
885,24/02/2026,2,36,1,3603.87,3603.87
886,2026-07-12,6,23,1,4222.02,4222.02
887,2025-10-08,,9,3,1958.06,5874.18
888,18/9/2025,3,6,1,1055.11,1055.11
889,2026-01-18,5,5,3,1548.26,4644.78
890,27/03/2026,4,35,2,2553.96,5107.92
891,2025-09-03,11,12,12,1379.80,16557.60
892,16/01/2026,12,33,2,3078.15,6156.30
893,2025-11-27,6,23,1,3884.86,3884.86
894,2026-04-16,10,33,2,3374.84,6749.68
895,04/07/2026,11,40,4,4332.33,17329.32
896,25/07/2026,,9,12,1821.00,21852.00
897,30/4/2026,9,40,2,3978.85,7957.70
898,19/11/2025,12,30,3,15187.85,45563.55
899,2026-05-04,5,30,2,15899.15,31798.30
900,17/06/2026,5,18,1,3063.96,3063.96
901,27/11/2025,3,5,2,1530.81,3061.62
902,04/01/2026,5,32,3,17786.09,53358.27
903,2025-10-19,10,22,1,2338.17,2338.17
904,2026-03-04,3,29,1,9444.30,9444.30
905,2026-04-23,10,7,12,2724.54,32694.48
906,2026-04-16,4,38,6,3423.05,20538.30
907,30/07/2026,5,21,6,3174.91,19049.46
908,2026-02-01,1,10,2,2287.94,4575.88
909,06/01/2026,2,14,2,6671.04,13342.08
910,28/04/2026,1,18,6,3113.19,18679.14
911,2026-05-24,3,27,6,4437.21,26623.26
912,2026-03-03,2,8,3,5559.80,16679.40
913,2026-06-09,12,8,1,5549.55,5549.55
914,17/02/2026,2,5,1,1484.95,1484.95
915,14/6/2026,1,22,3,2434.15,7302.45
916,2026-02-16,11,35,1,2464.86,2464.86
917,2025-10-12,3,12,6,1392.85,8357.10
918,2025-09-26,1,8,1,5410.72,5410.72
919,2025-11-07,12,26,2,3917.25,7834.50
920,2026-03-01,9,26,6,3848.38,23090.28
921,2026-01-12,6,999,4,1093.98,4375.92
922,02/06/2026,,7,1,2888.09,2888.09
923,2025-10-07,12,37,1,2120.53,2120.53
924,2025-10-06,6,22,2,2686.44,5372.88
925,2026-07-08,5,31,2,6553.89,13107.78
926,2026-06-09,99,18,1,2854.38,2854.38
927,2025-12-19,,38,3,3471.36,10414.08
928,01/11/2025,11,8,3,6091.47,18274.41
929,2026-01-19,11,38,4,3594.03,14376.12
930,2026-05-31,10,8,2,5499.15,10998.30
931,2026-07-14,4,23,12,4080.40,48964.80
932,2026-07-27,99,31,4,6617.29,26469.16
933,2026-02-01,3,23,3,3809.45,$ 11428.35
934,25/4/2026,11,31,1,6625.75,6625.75
935,2026-01-23,5,24,3,1424.75,4274.25
936,2026-06-30,11,19,6,5857.54,35145.24
937,2025-11-25,6,38,3,3511.49,10534.47
938,2026-03-05,10,25,2,2872.39,5744.78
939,2025-12-30,3,39,2,1823.32,3646.64
940,28/09/2025,8,25,6,2758.72,16552.32
941,2026-07-02,9,24,3,1588.60,4765.80
942,27/07/2026,11,15,1,2194.03,2194.03
943,4/6/2026,12,36,6,3832.96,22997.76
944,01/04/2026,10,20,4,810.73,3242.92
945,2026-01-14,5,36,4,3871.08,15484.32
946,21/06/2026,10,32,1,16895.53,16895.53
947,2026-05-17,5,17,2,1804.77,3609.54
948,18/08/2026,99,5,1,1612.87,1612.87
949,2026-01-28,12,4,3,2074.54,6223.62
950,2026-08-23,6,13,1,2854.28,2854.28
951,17/04/2026,8,39,1,1802.64,1802.64
952,27/10/2025,6,38,12,3460.90,41530.80
953,2026-08-06,8,22,3,2631.64,7894.92
954,2025-10-25,1,12,2,1360.22,2720.44
955,2025-12-21,4,1,1,5185.15,5185.15
956,2026-05-09,4,13,2,3128.04,6256.08
957,30/11/2025,3,36,12,3650.53,43806.36
958,2026-06-25,2,12,3,1308.90,3926.70
959,1/9/2025,1,26,4,4104.62,16418.48
960,23/12/2025,10,8,1,5915.89,5915.89
961,2026-02-03,7,17,12,1588.85,19066.20
962,2025-09-15,2,3,12,4026.90,48322.80
963,17/1/2026,3,24,6,1470.80,8824.80
964,2026-02-15,10,1,4,5005.01,20020.04
965,2026-04-08,10,7,2,2971.39,5942.78
966,22/11/2025,6,25,2,2730.47,5460.94
967,2026-08-21,8,4,6,2071.78,12430.68
968,2026-08-05,6,10,12,2339.55,28074.60
969,16/1/2026,9,2,3,1369.63,4108.89
970,23/06/2026,6,27,12,4352.05,52224.60
971,2026-03-31,4,19,1,6550.94,6550.94
972,21/02/2026,9,14,1,6829.14,6829.14
973,2026-08-22,,36,4,3648.31,14593.24
974,2026-06-06,6,22,1,2332.74,2332.74
975,2026-04-28,8,25,12,2699.40,32392.80
976,2025-12-25,8,29,2,9354.19,18708.38
977,2025-12-10,5,29,1,9471.79,9471.79
978,2025-10-24,6,9,12,1900.26,22803.12
979,2025-10-23,3,8,2,5738.65,11477.30
980,2026-01-18,7,8,1,5905.89,5905.89
981,2026-07-08,12,22,3,2675.93,8027.79
982,2026-01-18,9,21,4,3051.04,12204.16
983,08/02/2026,8,9,6,1768.24,10609.44
984,2025-09-26,5,38,2,3231.45,6462.90
985,2025-09-20,7,26,6,3846.25,23077.50
986,2025-09-02,3,7,4,2758.55,$ 11034.20
987,2026-08-10,3,19,1,5948.22,5948.22
988,2026-02-12,1,25,4,2872.32,11489.28
989,16/11/2025,11,16,2,14660.07,29320.14
990,2025-11-07,4,11,1,3444.75,3444.75
991,2025-12-30,10,18,12,2868.72,34424.64
992,2026-01-18,8,4,4,2354.61,9418.44
993,2026-08-16,12,32,2,18558.80,37117.60
994,2026-08-14,5,8,1,5998.32,5998.32
995,2025-11-18,9,1,2,4935.88,9871.76
996,18/11/2025,4,11,2,3480.38,6960.76
997,2026-04-27,6,23,1,4185.59,4185.59
998,2025-12-20,12,23,2,4300.60,8601.20
999,2025-12-07,2,3,1,3882.96,3882.96
1000,2025-10-10,3,27,1,4019.96,4019.96
1001,10/2/2026,8,33,2,3146.73,6293.46
1002,2026-05-26,8,24,1,1598.42,1598.42
1003,2026-07-19,10,31,12,6535.01,78420.12
1004,2025-10-03,10,1,4,4870.60,19482.40
1005,2025-11-08,11,31,1,6231.31,6231.31
1006,2026-05-12,10,37,12,1983.60,23803.20
1007,2025-11-29,7,7,12,2814.82,33777.84
1008,2026-04-12,11,34,3,6462.02,19386.06
1009,2026-03-03,1,13,12,3072.69,36872.28
1010,2025-09-01,8,15,2,2232.51,4465.02
1011,2026-06-14,11,12,1,1273.29,1273.29
1012,18/02/2026,10,31,1,6135.12,6135.12
1013,2025-10-24,11,27,3,4087.84,12263.52
1014,12/09/2025,7,27,4,4373.07,17492.28
1015,2026-07-03,9,23,6,4021.79,24130.74
1016,2026-02-27,11,4,1,2250.58,2250.58
1017,2025-09-19,9,37,2,1991.08,3982.16
1018,2025-09-15,5,38,2,3524.41,7048.82
1019,2/2/2026,3,999,12,1094.04,13128.48
1020,08/11/2025,2,38,6,3198.38,19190.28
1021,2025-10-04,12,38,12,3345.98,40151.76
1022,02/04/2026,7,13,4,3216.80,12867.20
1023,2025-12-29,5,38,1,3191.69,3191.69
1024,2026-01-03,5,2,6,1269.45,7616.70
1025,2026-07-22,3,20,4,854.38,3417.52
1026,03/11/2025,3,30,6,15752.06,94512.36
1027,2025-10-30,7,18,1,2846.56,2846.56
1028,15/02/2026,1,10,6,2407.15,14442.90
1029,21/01/2026,12,30,2,16606.97,33213.94
1030,19/02/2026,6,15,1,2063.90,2063.90
1031,2026-07-02,11,15,6,2068.78,12412.68
1032,2026-08-29,1,999,1,1026.03,1026.03
1033,2026-03-23,3,5,1,1469.78,1469.78
1034,6/3/2026,11,12,3,1235.01,3705.03
1035,2026-01-26,6,19,1,5892.51,5892.51
1036,2025-12-02,6,3,12,3869.66,46435.92
1037,2025-12-28,6,10,12,2361.41,28336.92
1038,16/10/2025,9,11,1,3313.45,3313.45
1039,2026-03-20,10,30,1,15461.51,15461.51
1040,2026-04-07,,23,1,4301.15,4301.15
1041,2026-07-17,6,31,4,6847.10,$ 27388.40
1042,2026-08-09,3,6,2,1021.14,$ 2042.28
1043,21/07/2026,10,17,3,1697.90,5093.70
1044,17/10/2025,12,29,3,10204.87,30614.61
1045,2026-01-07,9,38,1,3158.41,3158.41
1046,23/11/2025,4,38,3,3160.27,9480.81
1047,2/8/2026,6,1,6,5129.89,30779.34
1048,2025-11-15,4,23,4,3912.16,15648.64
1049,2025-12-16,2,10,2,2207.61,4415.22
1050,21/02/2026,5,25,3,2545.92,7637.76
1051,14/06/2026,8,24,2,1592.53,3185.06
1052,14/04/2026,12,25,6,2905.15,17430.90
1053,2026-03-21,5,23,6,3820.54,22923.24
1054,05/07/2026,2,28,2,12539.56,25079.12
1055,12/6/2026,,7,12,2977.30,35727.60
1056,2025-09-03,12,9,2,1926.34,3852.68
1057,2025-11-26,4,33,1,2963.30,2963.30
1058,04/01/2026,7,24,3,1461.93,4385.79
1059,2026-06-19,11,9,3,1960.05,5880.15
1060,2026-01-03,11,3,1,4099.77,4099.77
1061,2026-08-10,1,3,1,4267.82,4267.82
1062,2025-11-23,2,999,3,1083.09,3249.27
1063,2025-11-18,9,20,2,805.81,1611.62
1064,2025-12-22,3,20,4,828.26,3313.04
1065,2026-01-22,8,27,3,4608.91,13826.73
1066,01/01/2026,2,11,1,3431.54,3431.54
1067,2025-09-15,12,19,2,6516.41,13032.82
1068,2026-03-19,8,5,1,1490.48,1490.48
1069,09/01/2026,8,7,2,2978.86,5957.72
1070,2025-11-11,2,39,1,1845.58,1845.58
1071,2025-10-12,6,3,4,3840.37,15361.48
1072,2025-12-19,3,34,1,6013.02,6013.02
1073,2026-06-04,4,8,1,5908.96,5908.96
1074,2026-05-12,12,26,1,3785.74,3785.74
1075,2025-11-03,9,34,3,6553.92,19661.76
1076,2026-01-03,2,37,1,2107.57,2107.57
1077,2026-06-21,7,22,12,2436.16,29233.92
1078,2025-10-04,4,34,4,6589.28,26357.12
1079,2026-02-19,7,28,3,13588.91,40766.73
1080,2026-08-09,6,19,1,6535.17,6535.17
1081,18/12/2025,8,38,1,3266.37,3266.37
1082,2026-02-16,11,34,1,6180.90,6180.90
1083,2026-08-05,8,34,1,6310.13,6310.13
1084,2026-08-25,1,36,4,3455.93,13823.72
1085,04/03/2026,4,22,6,2407.29,14443.74
1086,3/12/2025,10,35,4,2453.68,9814.72
1087,09/07/2026,12,19,1,6049.99,6049.99
1088,2026-08-15,2,13,1,2961.15,2961.15
1089,2025-10-01,2,16,2,15572.84,31145.68
1090,2026-05-28,2,27,1,4233.21,4233.21
1091,2026-04-23,3,31,4,6762.65,27050.60
1092,2025-11-08,8,7,3,2963.96,8891.88
1093,2026-01-30,6,29,12,9369.07,112428.84
1094,17/05/2026,8,32,4,19212.83,76851.32
1095,2025-09-29,11,22,12,2471.29,29655.48
1096,2026-01-14,1,15,1,2266.25,2266.25
1097,2025-12-09,,26,2,3590.69,7181.38
1098,2026-02-10,8,31,2,6551.53,13103.06
1099,2026-01-12,9,9,3,1980.02,5940.06
1100,2025-09-10,6,24,1,1635.75,1635.75
1101,2026-03-10,11,10,3,2443.12,7329.36
1102,02/07/2026,8,11,6,3337.72,20026.32
1103,2026-07-05,1,23,1,4151.77,4151.77
1104,2025-12-13,9,999,1,967.35,967.35
1105,2025-12-24,4,26,1,3936.96,3936.96
1106,2025-12-26,5,40,1,3915.34,3915.34
1107,06/10/2025,5,40,2,4109.66,8219.32
1108,25/05/2026,11,22,12,2476.26,29715.12
1109,2026-01-05,4,30,1,14751.28,14751.28
1110,2026-03-30,11,12,12,1310.61,15727.32
