Listado de pagos - Sistema Caja v3
Exportado: 01/09/2026 10:32
id_pago;id_venta;id_medio_pago;fecha_pago;monto;cuotas
661;602;2;13/07/2026;14.801,29;1
662;603;1;25/04/2026;62.585,48;1
663;604;2;14/05/2026;6.616,60;1
664;605;6;16/05/2026;2.977,23;1
665;606;1;27/01/2026;15.323,04;1
666;607;2;17/02/2026;40.281,96;1
667;608;2;05/08/2026;9.684,12;1
668;609;2;17/01/2026;753,79;1
669;610;5;30/04/2026;14.148,94;1
670;611;5;21/04/2026;5.719,80;1
671;612;3;14/12/2025;11.083,08;6
672;613;4;12/10/2025;6.004,08;1
673;614;1;18/10/2025;86.424,30;1
674;615;2;26/05/2026;150.063,48;1
675;616;2;07/02/2026;4.247,46;1
676;617;5;10/01/2026;3.375,74;1
677;618;3;02/07/2026;6.997,10;1
678;619;3;09/07/2026;2.628,51;1
679;620;1;20/08/2026;2.010,80;1
680;621;2;04/03/2026;3.030,62;1
681;622;3;05/09/2025;5.696,68;6
682;623;3;27/09/2025;2.980,27;3
683;99999;3;05/06/2026;28.794,28;6
684;625;5;20/02/2026;7.572,60;1
685;626;1;10/06/2026;6.339,33;1
686;627;3;26/04/2026;16.004,66;12
687;627;4;24/04/2026;10.669,78;1
688;628;1;17/11/2025;112.777,56;1
689;628;2;19/11/2025;75.185,04;1
690;629;1;26/10/2025;10.468,47;1
691;630;1;11/12/2025;57.940,05;1
692;631;1;17/10/2025;43.164,72;1
693;632;2;31/07/2026;1.981,56;1
694;633;2;25/07/2026;5.145,37;1
695;633;2;26/07/2026;3.430,25;1
696;634;4;07/05/2026;3.895,71;1
697;635;4;16/04/2026;6.143,20;1
698;636;4;28/08/2026;8.172,36;1
699;637;2;15/06/2026;8.434,64;1
700;638;3;12/01/2026;18.651,75;12
701;639;1;30/03/2026;23.681,64;1
702;640;1;25/04/2026;11.938,16;1
703;641;2;02/05/2026;3.743,39;1
704;641;5;01/05/2026;2.495,59;1
705;642;3;08/02/2026;4.954,02;6
706;643;1;05/02/2026;3.306,97;1
707;644;1;12/04/2026;20.268,80;1
708;645;2;21/01/2026;9.627,00;1
709;646;4;05/03/2026;12.771,64;1
710;647;1;22/04/2026;2.376,35;1
711;648;3;23/05/2026;7.014,08;1
712;649;2;01/07/2026;14.874,75;1
713;650;1;06/03/2026;4.247,42;1
714;651;6;12/04/2026;7.471,84;1
715;651;1;13/04/2026;4.981,22;1
716;652;2;24/03/2026;25.723,24;1
717;653;1;23/12/2025;2.886,55;1
718;654;4;23/06/2026;8.987,10;1
719;655;1;29/11/2025;3.361,36;1
720;656;3;14/02/2026;7.143,30;1
721;657;2;08/01/2026;8.668,98;1
722;658;3;26/10/2025;24.491,28;6
723;659;1;11/09/2025;3.521,38;1
724;660;1;12/07/2026;6.463,75;1
725;661;1;11/12/2025;4.463,38;1
726;661;3;12/12/2025;2.975,58;1
727;662;3;18/07/2026;2.736,90;12
728;663;4;07/03/2026;18.768,63;1
729;664;5;28/08/2026;8.111,52;1
730;665;2;14/09/2025;5.594,94;1
731;666;4;07/04/2026;6.382,99;1
732;667;4;14/12/2025;4.047,88;1
733;668;3;28/12/2025;4.801,02;6
734;669;1;09/07/2026;6.761,58;1
735;670;1;08/02/2026;170.102,52;1
736;671;1;16/10/2025;10.845,12;1
737;672;3;02/08/2026;7.972,08;3
738;673;1;22/09/2025;2.694,31;1
739;674;1;08/04/2026;6.896,88;1
740;675;2;26/08/2026;5.337,46;1
741;676;3;13/05/2026;17.106,84;1
742;677;1;01/08/2026;3.253,49;1
743;678;1;04/12/2025;44.386,56;1
744;679;1;30/04/2026;1.306,26;1
745;680;1;24/07/2026;3.696,00;1
746;681;2;16/03/2026;1.751,49;1
747;682;1;20/02/2026;7.198,32;1
748;683;1;22/01/2026;9.038,25;1
749;684;3;06/03/2026;3.357,98;1
750;685;3;08/09/2025;3.548,72;3
751;686;1;07/02/2026;14.107,22;1
752;687;2;01/09/2026;30.378,32;1
753;688;3;29/08/2026;12.963,36;6
754;689;3;24/07/2026;26.749,14;3
755;690;3;12/01/2026;5.737,74;1
756;691;3;26/08/2026;6.403,07;12
757;692;1;07/03/2026;4.300,77;1
758;693;3;22/05/2026;1.832,97;12
759;693;2;20/05/2026;1.221,98;1
760;694;6;10/09/2025;3.059,96;1
761;695;4;23/06/2026;3.022,74;1
762;696;3;23/01/2026;14.428,50;12
763;697;1;28/03/2026;13.148,57;1
764;697;1;27/03/2026;8.765,71;1
765;698;2;01/08/2026;7.978,38;1
766;699;2;16/08/2026;4.301,43;1
767;700;1;02/11/2025;3.304,21;1
768;701;2;06/11/2025;1.180,15;1
769;701;4;04/11/2025;786,77;1
770;702;4;16/03/2026;33.643,08;1
771;703;1;08/04/2026;68.584,32;1
772;703;6;10/04/2026;45.722,88;1
773;704;1;06/09/2025;5.424,46;1
774;705;3;05/07/2026;8.539,87;3
775;705;2;07/07/2026;5.693,25;1
776;706;3;27/10/2025;2.799,75;3
777;707;2;05/06/2026;3.532,12;1
778;707;1;02/06/2026;2.354,75;1
779;708;3;04/10/2025;1.774,49;12
780;709;5;30/12/2025;10.490,63;1
781;710;1;31/03/2026;12.363,59;1
782;710;5;03/04/2026;8.242,39;1
783;711;3;14/05/2026;3.437,82;1
784;712;3;01/02/2026;6.671,21;12
785;712;3;04/02/2026;4.447,47;12
786;713;1;28/07/2026;8.643,10;1
787;714;1;15/09/2025;12.015,84;1
788;715;5;12/12/2025;14.263,30;1
789;716;1;15/09/2025;5.258,04;1
790;717;2;01/06/2026;23.287,50;1
791;718;1;02/01/2026;1.370,76;1
792;719;4;31/07/2026;3.743,00;1
793;720;3;01/06/2026;2.536,25;12
794;721;3;06/04/2026;3.776,04;1
795;722;2;13/04/2026;13.270,60;1
796;723;3;29/12/2025;4.115,09;6
797;723;3;30/12/2025;2.743,39;12
798;724;1;31/05/2026;5.283,39;1
799;725;5;20/11/2025;6.120,16;1
800;726;3;20/08/2026;39.083,40;3
801;727;1;21/11/2025;14.600,34;1
802;728;1;18/06/2026;26.180,22;1
803;729;3;13/11/2025;20.419,62;6
804;730;2;29/05/2026;969,51;1
805;731;2;11/06/2026;11.848,62;1
806;732;2;09/01/2026;2.075,58;1
807;733;2;01/11/2025;9.659,37;1
808;734;2;01/12/2025;2.174,77;1
809;735;3;11/07/2026;5.392,48;6
810;736;2;05/07/2026;7.125,20;1
811;737;1;02/11/2025;3.738,72;1
812;737;1;02/11/2025;2.492,48;1
813;738;3;20/05/2026;2.618,44;1
814;739;3;30/08/2026;2.813,73;1
815;740;1;10/03/2026;103.290,78;1
816;741;5;19/03/2026;24.994,56;1
817;742;3;17/01/2026;3.179,16;12
818;743;3;08/09/2025;5.032,24;1
819;744;1;29/01/2026;1.362,16;1
820;745;3;25/10/2025;6.181,24;1
821;746;3;04/06/2026;2.710,16;3
822;747;4;25/01/2026;11.431,36;1
823;748;4;04/09/2025;30.109,56;1
824;749;1;02/09/2025;192.510,00;1
825;750;3;24/04/2026;1.774,38;3
826;751;1;22/03/2026;13.122,29;1
827;752;3;06/08/2026;8.445,44;3
828;753;3;17/03/2026;4.189,23;12
829;754;1;18/04/2026;18.820,92;1
830;755;2;21/10/2025;6.592,08;1
831;756;1;18/11/2025;34.734,54;1
832;757;2;23/09/2025;3.030,79;1
833;99999;2;07/06/2026;2.792,38;1
834;759;3;01/04/2026;15.932,28;12
835;760;3;10/07/2026;2.523,04;1
836;761;3;17/09/2025;3.440,34;6
837;762;3;09/01/2026;6.412,40;6
838;763;1;23/10/2025;15.545,27;1
839;763;3;25/10/2025;10.363,51;6
840;764;4;15/11/2025;2.817,96;1
841;99999;5;18/08/2026;8.173,56;1
842;766;1;24/01/2026;31.500,54;1
843;767;3;31/07/2026;7.700,86;3
844;768;2;04/07/2026;2.328,77;1
845;769;1;29/05/2026;1.535,15;1
846;769;5;31/05/2026;1.023,43;1
847;770;1;31/10/2025;3.505,23;1
848;771;2;31/01/2026;11.420,80;1
849;772;2;11/07/2026;3.198,58;1
850;772;1;10/07/2026;2.132,38;1
851;773;1;04/09/2025;32.272,62;1
852;774;4;18/08/2026;29.057,88;1
853;775;3;23/02/2026;4.056,21;1
854;99999;2;11/12/2025;2.259,72;1
855;777;5;13/01/2026;54.163,92;1
856;778;1;21/07/2026;12.203,24;1
857;99999;3;25/07/2026;2.840,88;6
858;780;3;03/08/2026;8.140,89;6
859;781;5;21/04/2026;12.276,06;1
860;782;1;23/08/2026;3.223,09;1
861;783;5;21/04/2026;6.222,78;1
862;784;1;24/11/2025;2.473,63;1
863;785;5;31/07/2026;35.672,62;1
864;786;2;14/10/2025;7.032,04;1
865;787;3;08/07/2026;16.083,12;12
866;788;1;17/07/2026;978,26;1
867;788;2;18/07/2026;652,17;1
868;789;1;08/09/2025;3.858,54;1
869;790;2;15/04/2026;2.280,28;1
870;791;1;05/06/2026;5.218,28;1
871;792;4;05/11/2025;22.333,44;1
872;793;1;12/04/2026;42.829,92;1
873;794;5;11/12/2025;13.216,56;1
874;795;3;14/04/2026;1.590,43;12
875;796;4;12/10/2025;89.879,70;1
876;797;1;22/10/2025;8.903,04;1
877;798;3;05/10/2025;9.977,90;1
878;799;1;01/01/2026;1.775,41;1
879;800;1;25/11/2025;21.447,00;1
880;801;1;12/11/2025;1.523,12;1
881;802;2;15/09/2025;1.426,14;1
882;802;1;16/09/2025;950,76;1
883;803;1;17/02/2026;994,95;1
884;804;2;03/04/2026;12.557,80;1
885;805;2;15/12/2025;51.332,64;1
886;806;1;07/09/2025;6.217,84;1
887;807;4;20/11/2025;4.177,70;1
888;808;6;23/04/2026;20.242,84;1
889;809;1;15/02/2026;32.062,50;1
890;810;2;08/01/2026;4.045,29;1
891;811;3;07/05/2026;15.434,24;1
892;812;1;03/02/2026;2.396,80;1
893;813;1;15/06/2026;13.594,66;1
894;814;4;02/10/2025;1.372,61;1
895;815;2;28/10/2025;2.692,74;1
896;816;4;22/05/2026;5.965,24;1
897;817;4;21/09/2025;16.348,92;1
898;818;5;23/07/2026;2.616,48;1
899;819;1;30/04/2026;1.631,78;1
900;820;3;24/03/2026;25.921,08;3
901;821;5;16/07/2026;12.850,92;1
902;822;1;01/09/2026;28.939,86;1
903;823;6;25/09/2025;2.081,68;1
904;824;1;31/01/2026;1.847,04;1
905;825;3;07/05/2026;17.562,78;6
906;826;4;06/11/2025;3.757,09;1
907;827;3;17/04/2026;31.382,04;6
908;828;4;29/10/2025;2.931,63;1
909;829;2;02/08/2026;16.443,48;1
910;829;4;04/08/2026;10.962,32;1
911;830;1;19/08/2026;23.891,08;1
912;831;5;06/11/2025;21.743,08;1
913;832;1;19/05/2026;22.732,52;1
914;833;5;23/04/2026;50.343,00;1
915;834;6;02/08/2026;3.101,69;1
916;835;1;01/10/2025;50.034,00;1
917;836;2;15/01/2026;5.524,16;1
918;837;2;05/07/2026;3.042,62;1
919;838;3;02/07/2026;6.375,01;1
920;839;1;28/12/2025;1.691,80;1
921;839;3;28/12/2025;1.127,86;12
922;840;4;30/09/2025;6.112,08;1
923;841;4;05/05/2026;5.637,48;1
924;842;3;09/02/2026;1.731,57;3
925;843;2;04/10/2025;38.028,98;1
926;844;4;28/05/2026;80.466,48;1
927;845;3;16/11/2025;4.853,94;12
928;846;5;17/09/2025;3.045,92;1
929;847;2;07/11/2025;61.705,08;1
930;848;1;14/12/2025;11.842,44;1
931;849;2;31/08/2026;3.548,37;1
932;850;5;06/11/2025;14.307,38;1
933;851;1;26/11/2025;2.918,01;1
934;852;2;23/11/2025;35.212,10;1
935;853;1;16/11/2025;4.307,34;1
936;853;3;15/11/2025;2.871,56;1
937;854;2;24/04/2026;36.845,08;1
938;855;3;13/02/2026;5.686,71;1
939;856;2;07/11/2025;8.266,29;1
940;857;1;08/08/2026;1.690,60;1
941;858;2;13/04/2026;12.336,99;1
942;859;1;29/04/2026;45.268,20;1
943;860;3;26/12/2025;4.054,24;1
944;861;1;24/05/2026;957,59;1
945;862;3;10/03/2026;10.229,52;6
946;863;2;17/03/2026;3.841,90;1
947;863;4;19/03/2026;2.561,26;1
948;864;3;22/07/2026;6.430,62;12
949;865;2;08/05/2026;38.381,16;1
950;866;1;29/03/2026;1.361,72;1
951;867;3;20/11/2025;8.132,94;1
952;868;3;07/05/2026;3.172,46;3
953;99999;1;07/05/2026;2.114,98;1
954;869;4;14/05/2026;25.336,62;1
955;870;2;08/08/2026;2.314,05;1
956;871;3;06/09/2025;3.030,12;6
957;872;1;19/06/2026;1.427,22;1
958;873;3;14/10/2025;5.040,94;12
959;874;5;17/11/2025;23.339,16;1
960;875;1;19/04/2026;5.937,95;1
961;875;2;17/04/2026;3.958,63;1
962;876;2;17/05/2026;5.831,32;1
963;877;3;16/08/2026;3.787,49;6
964;877;1;16/08/2026;2.524,99;1
965;878;3;09/12/2025;4.898,55;3
966;879;3;23/01/2026;10.924,17;12
967;880;1;14/08/2026;19.901,58;1
968;881;1;23/09/2025;3.449,38;1
969;881;1;23/09/2025;2.299,58;1
970;882;1;04/08/2026;2.052,38;1
971;883;2;07/09/2025;19.323,60;1
972;884;1;31/07/2026;9.810,26;1
973;884;1;30/07/2026;6.540,18;1
974;885;3;27/02/2026;3.603,87;12
975;886;3;13/07/2026;4.222,02;1
976;887;3;11/10/2025;5.874,18;3
977;888;2;18/09/2025;1.055,11;1
978;889;4;19/01/2026;2.786,87;1
979;889;3;21/01/2026;1.857,91;12
980;890;2;27/03/2026;5.107,92;1
981;891;1;03/09/2025;16.557,60;1
982;892;1;18/01/2026;6.156,30;1
983;893;1;28/11/2025;3.884,86;1
984;894;3;16/04/2026;6.749,68;6
985;895;2;04/07/2026;17.329,32;1
986;896;3;27/07/2026;21.852,00;1
987;897;2;30/04/2026;7.957,70;1
988;898;3;22/11/2025;45.563,55;1
989;899;4;07/05/2026;31.798,30;1
990;900;3;18/06/2026;3.063,96;12
991;901;1;30/11/2025;3.061,62;1
992;902;3;04/01/2026;53.358,27;12
993;903;3;20/10/2025;2.338,17;3
994;99999;3;06/03/2026;9.444,30;6
995;905;3;26/04/2026;32.694,48;12
996;906;2;19/04/2026;20.538,30;1
997;907;2;01/08/2026;19.049,46;1
998;908;3;03/02/2026;4.575,88;12
999;909;3;08/01/2026;13.342,08;1
1000;910;2;30/04/2026;18.679,14;1
1001;911;2;27/05/2026;26.623,26;1
1002;912;6;06/03/2026;16.679,40;1
1003;913;3;12/06/2026;5.549,55;3
1004;914;3;20/02/2026;1.484,95;6
1005;99999;6;16/06/2026;7.302,45;1
1006;916;3;18/02/2026;2.464,86;6
1007;917;1;12/10/2025;8.357,10;1
1008;918;1;29/09/2025;5.410,72;1
1009;919;1;08/11/2025;7.834,50;1
1010;920;2;02/03/2026;23.090,28;1
1011;921;1;13/01/2026;4.375,92;1
1012;922;5;02/06/2026;1.732,85;1
1013;922;3;03/06/2026;1.155,24;12
1014;923;1;07/10/2025;2.120,53;1
1015;924;2;07/10/2025;5.372,88;1
1016;925;1;08/07/2026;13.107,78;1
1017;926;4;11/06/2026;2.854,38;1
1018;927;3;19/12/2025;10.414,08;3
1019;928;2;01/11/2025;18.274,41;1
1020;929;3;22/01/2026;14.376,12;3
1021;930;2;01/06/2026;10.998,30;1
1022;931;1;15/07/2026;48.964,80;1
1023;932;5;27/07/2026;26.469,16;1
1024;933;2;03/02/2026;11.428,35;1
1025;934;2;25/04/2026;6.625,75;1
1026;935;3;23/01/2026;4.274,25;6
1027;936;3;30/06/2026;35.145,24;1
1028;937;3;25/11/2025;10.534,47;6
1029;938;3;05/03/2026;5.744,78;6
1030;939;3;30/12/2025;3.646,64;6
1031;940;2;30/09/2025;16.552,32;1
1032;941;2;03/07/2026;2.859,48;1
1033;941;1;02/07/2026;1.906,32;1
1034;942;2;30/07/2026;2.194,03;1
1035;943;4;06/06/2026;22.997,76;1
1036;944;4;03/04/2026;3.242,92;1
1037;945;3;17/01/2026;15.484,32;12
1038;946;5;22/06/2026;16.895,53;1
1039;947;5;18/05/2026;2.165,72;1
1040;947;3;18/05/2026;1.443,82;3
1041;948;3;20/08/2026;1.612,87;6
1042;949;3;29/01/2026;6.223,62;12
1043;950;1;23/08/2026;2.854,28;1
1044;951;2;20/04/2026;1.802,64;1
1045;952;2;28/10/2025;41.530,80;1
1046;953;3;09/08/2026;7.894,92;6
1047;954;1;28/10/2025;2.720,44;1
1048;955;2;21/12/2025;5.185,15;1
1049;956;5;09/05/2026;6.256,08;1
1050;957;2;01/12/2025;43.806,36;1
1051;958;1;25/06/2026;3.926,70;1
1052;959;2;04/09/2025;16.418,48;1
1053;960;3;23/12/2025;5.915,89;6
1054;961;4;05/02/2026;19.066,20;1
1055;962;6;15/09/2025;48.322,80;1
1056;963;2;18/01/2026;8.824,80;1
1057;964;1;15/02/2026;20.020,04;1
1058;965;2;10/04/2026;5.942,78;1
1059;966;1;24/11/2025;5.460,94;1
1060;967;1;22/08/2026;12.430,68;1
1061;968;2;06/08/2026;28.074,60;1
1062;969;1;18/01/2026;4.108,89;1
1063;970;3;26/06/2026;52.224,60;6
1064;971;2;31/03/2026;6.550,94;1
1065;972;1;21/02/2026;6.829,14;1
1066;973;2;25/08/2026;14.593,24;1
1067;974;3;06/06/2026;2.332,74;1
1068;975;2;28/04/2026;32.392,80;1
1069;976;5;27/12/2025;18.708,38;1
1070;977;1;13/12/2025;9.471,79;1
1071;978;5;25/10/2025;22.803,12;1
1072;979;1;24/10/2025;11.477,30;1
1073;980;1;21/01/2026;5.905,89;1
1074;981;2;11/07/2026;8.027,79;1
1075;982;2;20/01/2026;12.204,16;1
1076;983;1;09/02/2026;10.609,44;1
1077;984;1;27/09/2025;6.462,90;1
1078;985;3;23/09/2025;23.077,50;6
1079;986;2;03/09/2025;11.034,20;1
1080;987;1;11/08/2026;5.948,22;1
1081;988;3;13/02/2026;11.489,28;6
1082;989;5;16/11/2025;29.320,14;1
1083;990;1;07/11/2025;3.444,75;1
1084;991;3;01/01/2026;34.424,64;12
1085;992;5;20/01/2026;9.418,44;1
1086;993;3;18/08/2026;37.117,60;6
1087;994;2;17/08/2026;5.998,32;1
1088;995;3;21/11/2025;9.871,76;6
1089;996;2;18/11/2025;6.960,76;1
1090;997;2;30/04/2026;4.185,59;1
1091;998;4;23/12/2025;8.601,20;1
1092;999;5;08/12/2025;3.882,96;1
1093;1000;2;12/10/2025;4.019,96;1
1094;1001;1;12/02/2026;6.293,46;1
1095;1002;4;29/05/2026;1.598,42;1
1096;1003;1;19/07/2026;78.420,12;1
1097;1004;2;04/10/2025;19.482,40;1
1098;1005;2;10/11/2025;6.231,31;1
1099;1006;3;15/05/2026;23.803,20;3
1100;1007;2;30/11/2025;33.777,84;1
1101;1008;2;13/04/2026;19.386,06;1
1102;1009;2;03/03/2026;36.872,28;1
1103;1010;2;04/09/2025;4.465,02;1
1104;1011;5;14/06/2026;1.273,29;1
1105;1012;2;19/02/2026;6.135,12;1
1106;1013;1;27/10/2025;12.263,52;1
1107;1014;3;14/09/2025;17.492,28;12
1108;1015;3;05/07/2026;24.130,74;3
1109;1016;3;27/02/2026;2.250,58;12
1110;1017;5;20/09/2025;3.982,16;1
1111;1018;2;16/09/2025;7.048,82;1
1112;1019;1;02/02/2026;13.128,48;1
1113;1020;2;10/11/2025;19.190,28;1
1114;1021;5;06/10/2025;40.151,76;1
1115;1022;2;02/04/2026;12.867,20;1
1116;1023;1;31/12/2025;3.191,69;1
1117;1024;2;03/01/2026;7.616,70;1
1118;1025;4;23/07/2026;3.417,52;1
1119;1026;3;06/11/2025;94.512,36;1
1120;1027;1;30/10/2025;2.846,56;1
1121;1028;1;15/02/2026;14.442,90;1
1122;1029;5;21/01/2026;33.213,94;1
1123;1030;1;22/02/2026;1.238,34;1
1124;1030;4;21/02/2026;825,56;1
1125;1031;3;04/07/2026;12.412,68;6
1126;1032;3;29/08/2026;1.026,03;6
1127;1033;6;24/03/2026;1.469,78;1
1128;1034;4;07/03/2026;3.705,03;1
1129;1035;2;27/01/2026;5.892,51;1
1130;1036;3;04/12/2025;46.435,92;3
1131;1037;4;30/12/2025;17.002,15;1
1132;1037;3;31/12/2025;11.334,77;3
1133;1038;1;17/10/2025;3.313,45;1
1134;1039;1;23/03/2026;15.461,51;1
1135;1040;1;09/04/2026;4.301,15;1
1136;1041;1;19/07/2026;27.388,40;1
1137;1042;1;10/08/2026;2.042,28;1
1138;1043;3;22/07/2026;5.093,70;3
1139;1044;4;19/10/2025;30.614,61;1
1140;1045;2;09/01/2026;3.158,41;1
1141;1046;1;23/11/2025;9.480,81;1
1142;1047;5;02/08/2026;30.779,34;1
1143;1048;1;17/11/2025;15.648,64;1
1144;1049;1;17/12/2025;4.415,22;1
1145;1050;2;24/02/2026;4.582,66;1
1146;1050;1;23/02/2026;3.055,10;1
1147;1051;3;16/06/2026;3.185,06;3
1148;1052;1;16/04/2026;17.430,90;1
1149;1053;3;23/03/2026;22.923,24;12
1150;1054;1;08/07/2026;25.079,12;1
1151;1055;1;15/06/2026;35.727,60;1
1152;1056;3;04/09/2025;3.852,68;3
1153;1057;1;27/11/2025;2.963,30;1
1154;1058;5;06/01/2026;4.385,79;1
1155;1059;3;20/06/2026;5.880,15;6
1156;1060;1;04/01/2026;4.099,77;1
1157;1061;3;12/08/2026;4.267,82;12
1158;1062;1;23/11/2025;3.249,27;1
1159;1063;2;20/11/2025;966,97;1
1160;1063;2;21/11/2025;644,65;1
1161;1064;1;23/12/2025;3.313,04;1
1162;1065;5;23/01/2026;13.826,73;1
1163;1066;3;04/01/2026;3.431,54;3
1164;1067;2;15/09/2025;7.819,69;1
1165;1067;1;16/09/2025;5.213,13;1
1166;1068;2;21/03/2026;1.490,48;1
1167;1069;1;10/01/2026;3.574,63;1
1168;1069;1;11/01/2026;2.383,09;1
1169;1070;5;14/11/2025;1.845,58;1
1170;1071;2;15/10/2025;15.361,48;1
1171;1072;1;22/12/2025;6.013,02;1
1172;1073;1;04/06/2026;3.545,38;1
1173;1073;5;06/06/2026;2.363,58;1
1174;1074;1;13/05/2026;3.785,74;1
1175;1075;2;04/11/2025;19.661,76;1
1176;1076;6;05/01/2026;2.107,57;1
1177;1077;5;22/06/2026;17.540,35;1
1178;1077;1;23/06/2026;11.693,57;1
1179;1078;2;04/10/2025;26.357,12;1
1180;1079;1;19/02/2026;40.766,73;1
1181;1080;4;09/08/2026;6.535,17;1
1182;1081;4;18/12/2025;3.266,37;1
1183;1082;1;16/02/2026;6.180,90;1
1184;1083;1;08/08/2026;6.310,13;1
1185;1084;6;25/08/2026;13.823,72;1
1186;1085;2;05/03/2026;14.443,74;1
1187;1086;2;05/12/2025;9.814,72;1
1188;1087;6;12/07/2026;6.049,99;1
1189;1088;3;17/08/2026;2.961,15;12
1190;1089;2;04/10/2025;18.687,41;1
1191;1089;5;02/10/2025;12.458,27;1
1192;1090;3;29/05/2026;4.233,21;3
1193;1091;2;24/04/2026;27.050,60;1
1194;1092;3;09/11/2025;8.891,88;12
1195;1093;5;31/01/2026;112.428,84;1
1196;1094;1;20/05/2026;76.851,32;1
1197;1095;4;30/09/2025;29.655,48;1
1198;1096;1;17/01/2026;1.359,75;1
1199;1096;5;16/01/2026;906,50;1
1200;99999;5;12/12/2025;7.181,38;1
1201;1098;1;11/02/2026;13.103,06;1
1202;1099;5;15/01/2026;3.564,04;1
1203;1099;4;14/01/2026;2.376,02;1
1204;1100;1;12/09/2025;1.635,75;1
1205;1101;2;12/03/2026;7.329,36;1
1206;99999;3;05/07/2026;20.026,32;1
1207;1103;1;08/07/2026;4.151,77;1
1208;1104;3;13/12/2025;580,41;12
1209;1104;2;16/12/2025;386,94;1
1210;1105;1;27/12/2025;3.936,96;1
1211;1106;1;27/12/2025;3.915,34;1
1212;1107;3;08/10/2025;8.219,32;12
1213;1108;1;27/05/2026;29.715,12;1
1214;1109;2;05/01/2026;14.751,28;1
1215;1110;1;01/04/2026;15.727,32;1
1216;1111;2;25/05/2026;1.498,75;1
1217;1112;6;11/12/2025;2.085,44;1
1218;1113;5;07/03/2026;3.815,16;1
1219;1113;1;05/03/2026;2.543,44;1
1220;1114;4;29/10/2025;11.006,92;1
1221;1115;2;23/11/2025;2.555,39;1
1222;1116;5;19/12/2025;2.909,02;1
1223;1117;2;09/06/2026;3.261,01;1
1224;1118;1;17/10/2025;14.722,88;1
1225;1119;3;08/02/2026;12.801,75;3
1226;1120;3;27/02/2026;3.653,98;1
1227;1121;3;05/06/2026;15.071,54;1
1228;1122;2;09/08/2026;16.029,79;1
1229;1122;6;12/08/2026;10.686,53;1
1230;1123;4;11/09/2025;4.713,00;1
1231;1124;2;18/10/2025;11.878,50;1
1232;1125;2;10/09/2025;5.961,44;1
1233;1126;3;14/04/2026;7.164,15;1
1234;1127;4;11/07/2026;15.986,58;1
1235;1128;1;18/11/2025;11.688,92;1
1236;1129;3;09/05/2026;19.339,09;3
1237;1130;4;29/11/2025;16.614,48;1
1238;1131;4;29/10/2025;10.426,92;1
1239;1132;1;20/10/2025;9.976,56;1
1240;1133;1;25/08/2026;32.234,94;1
1241;1134;1;04/12/2025;189.733,92;1
1242;1135;6;17/06/2026;34.018,08;1
1243;1136;5;03/08/2026;9.571,28;1
1244;1137;4;22/05/2026;12.181,20;1
1245;1138;2;11/12/2025;6.315,90;1
1246;1139;6;26/02/2026;5.920,51;1
1247;1140;1;15/12/2025;1.099,40;1
1248;1141;1;27/06/2026;13.462,16;1
1249;1142;2;10/09/2025;2.324,96;1
1250;1142;1;10/09/2025;1.549,97;1
1251;1143;3;12/01/2026;16.892,67;6
1252;1144;2;13/09/2025;20.195,24;1
1253;1145;4;25/10/2025;9.313,32;1
1254;1146;2;15/03/2026;84.775,08;1
1255;1147;4;12/10/2025;3.428,55;1
1256;1148;1;02/01/2026;1.763,57;1
1257;1149;2;07/10/2025;2.891,15;1
1258;1150;1;09/06/2026;42.946,80;1
1259;1151;2;26/04/2026;8.885,12;1
1260;1152;1;13/05/2026;36.512,16;1
1261;1153;5;22/09/2025;5.155,72;1
1262;99999;1;06/12/2025;16.039,32;1
1263;1155;1;22/08/2026;1.632,57;1
1264;1156;2;07/07/2026;4.175,68;1
1265;1157;1;19/07/2026;1.789,28;1
1266;1158;1;04/04/2026;6.228,02;1
1267;1159;4;15/09/2025;4.148,76;1
1268;1160;2;12/08/2026;4.679,66;1
1269;1161;6;20/07/2026;1.561,12;1
1270;1162;3;30/05/2026;69.389,64;12
1271;1163;2;30/09/2025;824,04;1
1272;1163;2;29/09/2025;549,36;1
1273;1164;1;30/04/2026;13.958,51;1
1274;1165;5;01/05/2026;9.862,65;1
1275;1166;5;21/12/2025;18.280,80;1
1276;1167;3;18/11/2025;123.024,84;1
1277;1168;3;03/12/2025;33.343,56;6
1278;1169;2;07/03/2026;15.797,60;1
1279;1170;3;16/02/2026;1.518,34;3
1280;1171;1;16/01/2026;1.713,50;1
1281;1172;3;28/12/2025;8.728,32;6
1282;1173;1;01/01/2026;50.562,48;1
1283;1174;2;03/02/2026;2.547,04;1
1284;1175;1;02/06/2026;31.000,44;1
1285;1176;2;25/08/2026;45.614,25;1
1286;1177;3;23/05/2026;32.534,64;6
1287;1178;5;21/08/2026;75.903,80;1
1288;1179;3;01/12/2025;9.578,72;12
1289;1180;4;28/08/2026;8.960,87;1
1290;1180;1;27/08/2026;5.973,92;1
1291;1181;3;29/11/2025;49.756,29;1
1292;1182;2;10/02/2026;824,12;1
1293;1183;6;16/07/2026;785,59;1
1294;1184;2;07/10/2025;50.936,52;1
1295;1185;5;12/11/2025;1.746,45;1
1296;1186;2;24/11/2025;4.682,82;1
1297;1187;3;15/01/2026;3.973,26;3
1298;1188;5;26/05/2026;1.456,07;1
1299;1189;1;29/01/2026;4.023,42;1
1300;1190;2;12/02/2026;5.810,28;1
